flex1,flex2,flex3,flex4,flex5,ax,ay,az,gx,gy,label
4095,4095,4095,4095,4095,7.14,1.54,-7.13,-0.11,0.26,comer
4095,4095,4095,4095,4095,7.44,2.09,-7.79,-0.09,0.46,comer
4095,4095,4095,4095,4095,8.07,1.69,-7.85,0.42,0.97,comer
4095,4095,4095,4095,4095,8.69,1.42,-6.18,0.33,1.69,comer
4095,4095,4095,4095,4095,9.00,1.23,-4.04,0.23,1.78,comer
4095,4095,4095,4095,4095,9.50,1.42,-2.06,0.53,1.42,comer
4095,4095,4095,4095,4095,9.62,0.80,-0.34,0.50,0.98,comer
4095,4095,4095,4095,4095,9.75,0.46,0.04,0.26,0.41,comer
4095,4095,4095,4095,4095,10.15,0.41,0.74,0.19,0.07,comer
4095,4095,4095,4095,4095,12.90,0.21,-4.15,0.45,0.40,comer
4095,4095,4095,4081,4095,10.31,-0.23,0.81,0.68,2.29,comer
